"Player","Season","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"5EBASTIAN.AHO","2017-2018","NYI","D",12,182.03,164,206,-42,44.32,54.06,67.9,120,168,-48,41.67,39.55,55.38,91,121,-30,42.92,30,39.88,10,13,-3,43.48,3.3,4.29,6.42,9.76,-3.34,39.68,2.12,3.22,6,6,0,1.98,1.98,10.99,89.26,8.33,92.26,5.35,94.19,2.98,-1.93,100.25,99.54,0.7
"AARON.EKBLAD","2017-2018","FLA","D",50,868.95,825,905,-80,47.69,56.97,62.49,645,715,-70,47.43,44.54,49.37,465,519,-54,47.26,32.11,35.84,35,40,-5,46.67,2.42,2.76,31.63,39.31,-7.68,44.59,2.18,2.71,61,64,3,4.21,4.42,7.53,92.29,5.43,94.41,4.9,94.5,0.52,-0.1,99.82,99.41,0.41
"AARON.NESS","2017-2018","WSH","D",8,94.15,74,102,-28,42.05,47.16,65,60,82,-22,42.25,38.24,52.26,45,58,-13,43.69,28.68,36.96,6,4,2,60,3.82,2.55,3.22,4,-0.78,44.6,2.05,2.55,11,4,-7,7.01,2.55,13.33,93.1,10,95.12,5.37,95.12,4.63,0,106.44,100.49,5.95
"ADAM.CLENDENING","2017-2018","ARI","D",5,76.33,74,89,-15,45.4,58.17,69.96,57,66,-9,46.34,44.81,51.88,42,47,-5,47.19,33.01,36.94,4,5,-1,44.44,3.14,3.93,2.86,5.11,-2.25,35.88,2.25,4.02,5,6,1,3.93,4.72,9.52,89.36,7.02,92.42,5.02,92.26,2,0.17,98.89,97.28,1.61
"ADAM.HENRIQUE","2017-2018","N.J/ANA","C",53,656.6,606,649,-43,48.29,55.38,59.31,458,481,-23,48.78,41.85,43.95,325,352,-27,48.01,29.7,32.17,22,20,2,52.38,2.01,1.83,25.7,27.73,-2.03,48.1,2.35,2.53,42,35,-7,3.84,3.2,6.77,94.32,4.8,95.84,5.61,94.23,-0.81,1.61,101.09,99.85,1.24
"ADAM.LARSSON","2017-2018","EDM","D",40,729.4,731,689,42,51.48,60.13,56.68,537,508,29,51.39,44.17,41.79,390,385,5,50.32,32.08,31.67,21,31,-10,40.38,1.73,2.55,32.57,29.28,3.29,52.66,2.68,2.41,52,35,-17,4.28,2.88,5.38,91.95,3.91,93.9,6.07,94.24,-2.15,-0.34,97.33,100.3,-2.97
"ADAM.LOWRY","2017-2018","WPG","L",35,429.42,423,320,103,56.93,59.1,44.71,319,219,100,59.29,44.57,30.6,227,149,78,60.37,31.72,20.82,16,14,2,53.33,2.24,1.96,17.19,10.22,6.97,62.71,2.4,1.43,25,27,2,3.49,3.77,7.05,90.6,5.02,93.61,5.39,95.33,-0.37,-1.73,97.65,100.72,-3.07
"ADAM.MCQUAID","2017-2018","BOS","D",14,195.7,190,181,9,51.21,58.25,55.49,141,140,1,50.18,43.23,42.92,98,92,6,51.58,30.05,28.21,2,6,-4,25,0.61,1.84,5.66,7.29,-1.63,43.71,1.74,2.24,12,12,0,3.68,3.68,2.04,93.48,1.42,95.71,4.01,94.79,-2.6,0.92,95.52,98.81,-3.29
"ADAM.PELECH","2017-2018","NYI","D",50,803.7,763,828,-65,47.96,56.96,61.81,552,624,-72,46.94,41.21,46.58,409,459,-50,47.12,30.53,34.27,39,33,6,54.17,2.91,2.46,35.19,34.45,0.74,50.53,2.63,2.57,49,49,0,3.66,3.66,9.54,92.81,7.07,94.71,6.38,94.48,0.69,0.23,102.35,100.85,1.49
"ADRIAN.KEMPE","2017-2018","L.A","L",51,592.9,559,601,-42,48.19,56.57,60.82,416,476,-60,46.64,42.1,48.17,279,329,-50,45.89,28.23,33.29,32,17,15,65.31,3.24,1.72,22.88,28.75,-5.87,44.32,2.32,2.91,43,41,-2,4.35,4.15,11.47,94.83,7.69,96.43,5.5,93.96,2.19,2.47,106.3,99.46,6.84
"A.J..GREER","2017-2018","COL","L",12,89.75,61,100,-39,37.89,40.78,66.85,46,80,-34,36.51,30.75,53.48,36,59,-23,37.89,24.07,39.44,3,2,1,60,2.01,1.34,2.46,4.69,-2.23,34.41,1.64,3.14,16,9,-7,10.7,6.02,8.33,96.61,6.52,97.5,5.35,94.14,1.17,3.36,104.94,99.49,5.46
"ALAN.QUINE","2017-2018","NYI","C",21,232.83,173,271,-98,38.96,44.58,69.84,128,218,-90,36.99,32.99,56.18,103,152,-49,40.39,26.54,39.17,8,9,-1,47.06,2.06,2.32,7.04,11.78,-4.74,37.41,1.81,3.04,11,11,0,2.83,2.83,7.77,94.08,6.25,95.87,5.5,94.6,0.75,1.28,101.85,100.1,1.75
"ALEC.MARTINEZ","2017-2018","L.A","D",48,836.28,747,838,-91,47.13,53.59,60.12,537,619,-82,46.45,38.53,44.41,372,429,-57,46.44,26.69,30.78,32,30,2,51.61,2.3,2.15,27.89,35.61,-7.72,43.92,2,2.55,65,51,-14,4.66,3.66,8.6,93.01,5.96,95.15,5.19,94.25,0.77,0.91,101.61,99.44,2.17
"ALEKSANDER.BARKOV","2017-2018","FLA","C",49,740.47,760,676,84,52.92,61.58,54.78,593,513,80,53.62,48.05,41.57,441,366,75,54.65,35.73,29.66,34,33,1,50.75,2.76,2.67,29.38,28.81,0.57,50.49,2.38,2.33,40,47,7,3.24,3.81,7.71,90.98,5.73,93.57,4.95,94.38,0.78,-0.82,98.69,99.34,-0.65
"ALEX.BIEGA","2017-2018","VAN","D",25,350.8,343,349,-6,49.57,58.67,59.69,259,266,-7,49.33,44.3,45.5,195,191,4,50.52,33.35,32.67,8,10,-2,44.44,1.37,1.71,15.07,14.34,0.73,51.24,2.58,2.45,30,17,-13,5.13,2.91,4.1,94.76,3.09,96.24,5.82,94.61,-2.73,1.63,98.87,100.43,-1.56
"ALEX.BURMISTROV","2017-2018","VAN","C",23,238.97,198,219,-21,47.48,49.71,54.99,152,180,-28,45.78,38.16,45.19,103,133,-30,43.64,25.86,33.39,6,10,-4,37.5,1.51,2.51,6.52,9.4,-2.88,40.95,1.64,2.36,19,23,4,4.77,5.77,5.83,92.48,3.95,94.44,4.29,94.78,-0.34,-0.33,98.31,99.07,-0.76
"ALEX.BURROWS","2017-2018","OTT","L",50,452.23,350,428,-78,44.99,46.44,56.79,251,302,-51,45.39,33.3,40.07,173,215,-42,44.59,22.95,28.53,8,13,-5,38.1,1.06,1.72,11.05,15.2,-4.15,42.1,1.47,2.02,33,31,-2,4.38,4.11,4.62,93.95,3.19,95.7,4.4,94.97,-1.22,0.73,98.58,99.37,-0.79
"ALEX.CHIASSON","2017-2018","WSH","R",47,440.58,342,435,-93,44.02,46.57,59.24,239,335,-96,41.64,32.55,45.62,169,237,-68,41.63,23.02,32.28,15,19,-4,44.12,2.04,2.59,12.76,18.13,-5.37,41.31,1.74,2.47,29,25,-4,3.95,3.4,8.88,91.98,6.28,94.33,5.34,94.59,0.94,-0.26,100.86,99.93,0.93
"ALEX.DEBRINCAT","2017-2018","CHI","R",52,611.52,665,555,110,54.51,65.25,54.45,469,420,49,52.76,46.02,41.21,348,329,19,51.4,34.14,32.28,29,25,4,53.7,2.85,2.45,24.51,26.32,-1.81,48.22,2.4,2.58,26,44,18,2.55,4.32,8.33,92.4,6.18,94.05,5.23,93.73,0.96,0.31,100.73,98.96,1.78
"ALEX.EDLER","2017-2018","VAN","D",40,681.28,614,679,-65,47.49,54.07,59.8,459,497,-38,48.01,40.42,43.77,337,351,-14,48.98,29.68,30.91,22,30,-8,42.31,1.94,2.64,23.99,30.42,-6.43,44.09,2.11,2.68,40,31,-9,3.52,2.73,6.53,91.45,4.79,93.96,5.23,93.88,-0.43,0.08,97.98,99.11,-1.12
"ALEXEI.EMELIN","2017-2018","NSH","D",50,780.48,649,748,-99,46.46,49.89,57.5,503,558,-55,47.41,38.67,42.9,351,393,-42,47.18,26.98,30.21,29,18,11,61.7,2.23,1.38,26.78,30.66,-3.88,46.62,2.06,2.36,60,55,-5,4.61,4.23,8.26,95.42,5.77,96.77,5.32,94.51,0.44,2.27,103.68,99.83,3.85
"ALEX.GALCHENYUK","2017-2018","MTL","C",53,651.17,639,702,-63,47.65,58.88,64.68,456,513,-57,47.06,42.02,47.27,336,373,-37,47.39,30.96,34.37,15,26,-11,36.59,1.38,2.4,23.48,28.65,-5.17,45.04,2.16,2.64,37,36,-1,3.41,3.32,4.46,93.03,3.29,94.93,5.15,94.42,-1.86,0.52,97.49,99.56,-2.07
"ALEX.GOLIGOSKI","2017-2018","ARI","D",51,950.27,868,1038,-170,45.54,54.81,65.54,645,795,-150,44.79,40.73,50.2,446,552,-106,44.69,28.16,34.85,25,46,-21,35.21,1.58,2.9,32.81,44.48,-11.67,42.45,2.07,2.81,52,48,-4,3.28,3.03,5.61,91.67,3.88,94.21,5.09,94.41,-1.21,-0.19,97.27,99.49,-2.22
"ALEX.IAFALLO","2017-2018","L.A","C",50,705.45,688,624,64,52.44,58.52,53.07,492,466,26,51.36,41.85,39.63,346,324,22,51.64,29.43,27.56,29,23,6,55.77,2.47,1.96,27,26.85,0.15,50.14,2.3,2.28,36,31,-5,3.06,2.64,8.38,92.9,5.89,95.06,5.49,94.24,0.41,0.83,101.28,99.73,1.56
"ALEX.KERFOOT","2017-2018","COL","C",48,487.43,402,472,-70,46,49.48,58.1,298,352,-54,45.85,36.68,43.33,210,259,-49,44.78,25.85,31.88,23,18,5,56.1,2.83,2.22,14.01,18.02,-4.01,43.74,1.72,2.22,44,43,-1,5.42,5.29,10.95,93.05,7.72,94.89,4.7,94.88,3.02,0.01,104,99.58,4.42
"ALEX.KILLORN","2017-2018","T.B","C",53,571.68,577,509,68,53.13,60.56,53.42,432,375,57,53.53,45.34,39.36,307,279,28,52.39,32.22,29.28,32,23,9,58.18,3.36,2.41,24,19.91,4.09,54.66,2.52,2.09,37,41,4,3.88,4.3,10.42,91.76,7.41,93.87,5.56,94.69,1.85,-0.82,102.18,100.25,1.93
"ALEX.OVECHKIN","2017-2018","WSH","L",52,752.4,759,756,3,50.1,60.53,60.29,571,592,-21,49.1,45.53,47.21,391,398,-7,49.56,31.18,31.74,44,28,16,61.11,3.51,2.23,33.03,34.65,-1.62,48.8,2.63,2.76,54,51,-3,4.31,4.07,11.25,92.96,7.71,95.27,5.78,94.15,1.92,1.12,104.22,99.93,4.29
"ALEX.PETROVIC","2017-2018","FLA","D",39,529.83,519,471,48,52.42,58.77,53.34,400,363,37,52.42,45.3,41.11,292,256,36,53.28,33.07,28.99,19,23,-4,45.24,2.15,2.6,20,20.39,-0.39,49.52,2.26,2.31,48,41,-7,5.44,4.64,6.51,91.02,4.75,93.66,5,94.38,-0.25,-0.72,97.52,99.38,-1.86
"ALEX.PIETRANGELO","2017-2018","STL","D",50,921.03,918,903,15,50.41,59.8,58.83,687,641,46,51.73,44.75,41.76,494,471,23,51.19,32.18,30.68,39,24,15,61.9,2.54,1.56,34.19,35.38,-1.19,49.14,2.23,2.3,59,68,9,3.84,4.43,7.89,94.9,5.68,96.26,4.98,94.48,0.7,1.78,102.8,99.46,3.34
"ALEX.RADULOV","2017-2018","DAL","R",54,817.95,850,770,80,52.47,62.35,56.48,620,557,63,52.68,45.48,40.86,455,407,48,52.78,33.38,29.86,42,33,9,56,3.08,2.42,36.78,30.09,6.69,55,2.7,2.21,51,54,3,3.74,3.96,9.23,91.89,6.77,94.08,5.93,94.6,0.84,-0.52,101.12,100.53,0.59
"ALEX.STEEN","2017-2018","STL","L",48,648.98,663,578,85,53.42,61.3,53.44,498,408,90,54.97,46.04,37.72,360,291,69,55.3,33.28,26.9,24,27,-3,47.06,2.22,2.5,24.74,22.01,2.73,52.92,2.29,2.03,34,41,7,3.14,3.79,6.67,90.72,4.82,93.38,4.97,94.61,-0.15,-1.22,97.39,99.57,-2.18
"ALEX.TUCH","2017-2018","VGK","R",48,573.02,564,515,49,52.27,59.06,53.92,419,376,43,52.7,43.87,39.37,302,256,46,54.12,31.62,26.81,23,15,8,60.53,2.41,1.57,23.67,18.3,5.37,56.4,2.48,1.92,30,29,-1,3.14,3.04,7.62,94.14,5.49,96.01,5.65,95.13,-0.16,0.88,101.76,100.78,0.97
"ALEX.WENNBERG","2017-2018","CBJ","C",38,533.6,539,490,49,52.38,60.61,55.1,420,370,50,53.16,47.23,41.6,315,277,38,53.21,35.42,31.15,26,19,7,57.78,2.92,2.14,24.69,23.05,1.64,51.72,2.78,2.59,14,29,15,1.57,3.26,8.25,93.14,6.19,94.86,5.88,93.77,0.31,1.09,101.39,99.65,1.75
"ANDERS.BJORK","2017-2018","BOS","L",30,331.1,343,286,57,54.53,62.16,51.83,247,215,32,53.46,44.76,38.96,178,158,20,52.98,32.26,28.63,15,11,4,57.69,2.72,1.99,11.82,12.01,-0.19,49.6,2.14,2.18,28,20,-8,5.07,3.62,8.43,93.04,6.07,94.88,4.79,94.41,1.29,0.47,101.46,99.2,2.27
"ANDERS.LEE","2017-2018","NYI","C",54,737.8,730,762,-32,48.93,59.37,61.97,525,597,-72,46.79,42.69,48.55,380,435,-55,46.63,30.9,35.38,41,40,1,50.62,3.33,3.25,32.36,35.59,-3.23,47.62,2.63,2.89,41,39,-2,3.33,3.17,10.79,90.8,7.81,93.3,6.16,94.04,1.65,-0.74,101.59,100.2,1.39
"ANDREAS.ATHANASIOU","2017-2018","DET","C",40,514.55,439,514,-75,46.07,51.19,59.94,341,393,-52,46.46,39.76,45.83,249,287,-38,46.46,29.04,33.47,21,26,-5,44.68,2.45,3.03,19.16,23.36,-4.2,45.06,2.23,2.72,35,32,-3,4.08,3.73,8.43,90.94,6.16,93.38,5.62,94.06,0.54,-0.67,99.37,99.67,-0.3
"ANDREAS.BORGMAN","2017-2018","TOR","D",48,633.87,627,615,12,50.48,59.35,58.21,448,472,-24,48.7,42.41,44.68,313,344,-31,47.64,29.63,32.56,33,29,4,53.23,3.12,2.75,26.46,25.75,0.71,50.68,2.5,2.44,47,44,-3,4.45,4.16,10.54,91.57,7.37,93.86,5.91,94.54,1.46,-0.69,102.11,100.45,1.66
"ANDRE.BURAKOVSKY","2017-2018","WSH","L",27,329.7,348,297,51,53.95,63.33,54.05,233,234,-1,49.89,42.4,42.58,148,157,-9,48.52,26.93,28.57,8,13,-5,38.1,1.46,2.37,11.26,14.76,-3.5,43.27,2.05,2.69,22,18,-4,4,3.28,5.41,91.72,3.43,94.44,4.83,93.69,-1.4,0.75,97.13,98.52,-1.4
"ANDREI.MIRONOV","2017-2018","COL","D",10,95.38,74,103,-29,41.81,46.55,64.79,46,69,-23,40,28.94,43.41,35,51,-16,40.7,22.02,32.08,4,2,2,66.67,2.52,1.26,1.72,3.67,-1.95,31.91,1.08,2.31,9,10,1,5.66,6.29,11.43,96.08,8.7,97.1,3.74,94.68,4.96,2.42,107.51,98.42,9.09
"ANDREJ.SEKERA","2017-2018","EDM","D",16,230.37,231,221,10,51.11,60.16,57.56,163,172,-9,48.66,42.45,44.8,118,125,-7,48.56,30.73,32.56,2,12,-10,14.29,0.52,3.13,8.63,10.03,-1.4,46.25,2.25,2.61,7,10,3,1.82,2.6,1.69,90.4,1.23,93.02,5.29,94.17,-4.07,-1.15,92.09,99.46,-7.37
"ANDREJ.SUSTR","2017-2018","T.B","D",29,344.53,351,322,29,52.15,61.13,56.08,231,244,-13,48.63,40.23,42.49,168,181,-13,48.14,29.26,31.52,10,13,-3,43.48,1.74,2.26,12.37,11.78,0.59,51.22,2.15,2.05,27,20,-7,4.7,3.48,5.95,92.82,4.33,94.67,5.35,95.17,-1.03,-0.5,98.77,100.53,-1.76
"ANDREW.COGLIANO","2017-2018","ANA","C",52,675.27,643,657,-14,49.46,57.13,58.38,476,501,-25,48.72,42.29,44.52,330,368,-38,47.28,29.32,32.7,24,20,4,54.55,2.13,1.78,25.89,27.16,-1.27,48.8,2.3,2.41,46,29,-17,4.09,2.58,7.27,94.57,5.04,96.01,5.44,94.58,-0.4,1.43,101.84,100.02,1.82
"ANDREW.COPP","2017-2018","WPG","C",53,620.35,562,516,46,52.13,54.36,49.91,410,373,37,52.36,39.66,36.08,296,263,33,52.95,28.63,25.44,23,15,8,60.53,2.22,1.45,21.85,19.03,2.82,53.45,2.11,1.84,40,32,-8,3.87,3.1,7.77,94.3,5.61,95.98,5.33,94.9,0.28,1.08,102.07,100.23,1.84
"ANDREW.LADD","2017-2018","NYI","L",45,571.75,571,507,64,52.97,59.92,53.21,424,367,57,53.6,44.49,38.51,310,250,60,55.36,32.53,26.24,31,19,12,62,3.25,1.99,24.78,20.05,4.73,55.28,2.6,2.1,35,38,3,3.67,3.99,10,92.4,7.31,94.82,5.84,94.54,1.47,0.29,102.4,100.38,2.02
"ANDREW.MACDONALD","2017-2018","PHI","D",37,627.63,515,617,-102,45.49,49.23,58.98,385,455,-70,45.83,36.81,43.5,284,327,-43,46.48,27.15,31.26,19,19,0,50,1.82,1.82,23.32,25.03,-1.71,48.23,2.23,2.39,39,41,2,3.73,3.92,6.69,94.19,4.94,95.82,6.06,94.5,-1.12,1.33,100.88,100.56,0.32
"ANDREW.MANGIAPANE","2017-2018","CGY","L",9,75.12,75,78,-3,49.02,59.9,62.3,52,54,-2,49.06,41.53,43.13,35,44,-9,44.3,27.96,35.14,0,2,-2,0,0,1.6,2.87,2.29,0.58,55.62,2.29,1.83,1,4,3,0.8,3.19,0,95.45,0,96.3,5.52,95.76,-5.52,0.54,95.45,101.28,-5.82
"ANDREW.SHAW","2017-2018","MTL","C",43,565.48,577,529,48,52.17,61.22,56.13,404,393,11,50.69,42.87,41.7,303,294,9,50.75,32.15,31.19,22,27,-5,44.9,2.33,2.86,23.47,21.39,2.08,52.32,2.49,2.27,38,48,10,4.03,5.09,7.26,90.82,5.45,93.13,5.81,94.56,-0.36,-1.43,98.08,100.37,-2.29
"ANDY.ANDREOFF","2017-2018","L.A","C",33,303.3,249,287,-38,46.46,49.26,56.78,191,219,-28,46.59,37.78,43.32,128,164,-36,43.84,25.32,32.44,5,13,-8,27.78,0.99,2.57,9.69,11.39,-1.7,45.97,1.92,2.25,37,22,-15,7.32,4.35,3.91,92.07,2.62,94.06,5.07,94.8,-2.46,-0.74,95.98,99.87,-3.89
"ANDY.GREENE","2017-2018","N.J","D",50,826.95,672,833,-161,44.65,48.76,60.44,516,602,-86,46.15,37.44,43.68,372,433,-61,46.21,26.99,31.42,31,34,-3,47.69,2.25,2.47,32.35,30.81,1.54,51.22,2.35,2.24,49,49,0,3.56,3.56,8.33,92.15,6.01,94.35,6.27,94.88,-0.26,-0.53,100.48,101.15,-0.67
"ANDY.WELINSKI","2017-2018","ANA","D",4,56.5,43,58,-15,42.57,45.66,61.59,29,47,-18,38.16,30.8,49.91,17,35,-18,32.69,18.05,37.17,2,1,1,66.67,2.12,1.06,1.91,2.57,-0.66,42.63,2.03,2.73,1,0,-1,1.06,0,11.76,97.14,6.9,97.87,6.59,94.53,0.31,3.34,108.91,101.12,7.79
"ANTHONY.BEAUVILLIER","2017-2018","NYI","L",43,508.4,527,555,-28,48.71,62.2,65.5,384,430,-46,47.17,45.32,50.75,288,325,-37,46.98,33.99,38.36,27,29,-2,48.21,3.19,3.42,22.75,23.73,-0.98,48.95,2.68,2.8,26,30,4,3.07,3.54,9.38,91.08,7.03,93.26,5.92,94.48,1.11,-1.23,100.45,100.41,0.05
"ANTHONY.BITETTO","2017-2018","NSH","D",23,303.77,245,329,-84,42.68,48.39,64.98,178,232,-54,43.41,35.16,45.82,126,167,-41,43,24.89,32.99,8,9,-1,47.06,1.58,1.78,7.9,11.58,-3.68,40.55,1.56,2.29,23,16,-7,4.54,3.16,6.35,94.61,4.49,96.12,4.44,95.01,0.06,1.11,100.96,99.45,1.51
"ANTHONY.DUCLAIR","2017-2018","ARI/CHI","L",42,478.4,494,493,1,50.05,61.96,61.83,352,384,-32,47.83,44.15,48.16,253,264,-11,48.94,31.73,33.11,18,17,1,51.43,2.26,2.13,17.23,20.81,-3.58,45.29,2.16,2.61,23,23,0,2.88,2.88,7.11,93.56,5.11,95.57,4.89,94.58,0.22,0.99,100.68,99.48,1.2
"ANTHONY.MANTHA","2017-2018","DET","R",48,678.97,646,609,37,51.47,57.09,53.82,501,455,46,52.41,44.27,40.21,342,336,6,50.44,30.22,29.69,25,24,1,51.02,2.21,2.12,29.09,25.65,3.44,53.14,2.57,2.27,39,32,-7,3.45,2.83,7.31,92.86,4.99,94.73,5.81,94.36,-0.82,0.36,100.17,100.17,0
"ANTOINE.ROUSSEL","2017-2018","DAL","L",46,502.7,513,417,96,55.16,61.23,49.77,357,296,61,54.67,42.61,35.33,257,218,39,54.11,30.67,26.02,21,16,5,56.76,2.51,1.91,21.21,16.39,4.82,56.41,2.53,1.96,52,52,0,6.21,6.21,8.17,92.66,5.88,94.59,5.94,94.46,-0.06,0.13,100.83,100.4,0.43
"ANTOINE.VERMETTE","2017-2018","ANA","C",54,638.18,576,660,-84,46.6,54.15,62.05,435,495,-60,46.77,40.9,46.54,317,335,-18,48.62,29.8,31.5,22,22,0,50,2.07,2.07,23.13,25.72,-2.59,47.35,2.17,2.42,42,42,0,3.95,3.95,6.94,93.43,5.06,95.56,5.32,94.8,-0.26,0.75,100.37,100.12,0.25
"ANTON.LINDHOLM","2017-2018","COL","D",36,412.28,332,401,-69,45.29,48.32,58.36,238,314,-76,43.12,34.64,45.7,180,235,-55,43.37,26.2,34.2,15,12,3,55.56,2.18,1.75,11.57,17.11,-5.54,40.34,1.68,2.49,22,20,-2,3.2,2.91,8.33,94.89,6.3,96.18,4.86,94.55,1.44,1.63,103.23,99.41,3.81
"ANTON.SLEPYSHEV","2017-2018","EDM","L",22,243.5,283,230,53,55.17,69.73,56.67,212,169,43,55.64,52.24,41.64,155,128,27,54.77,38.19,31.54,7,10,-3,41.18,1.72,2.46,13.93,11.55,2.38,54.67,3.43,2.85,11,16,5,2.71,3.94,4.52,92.19,3.3,94.08,6.57,93.17,-3.27,0.92,96.7,99.74,-3.03
"ANTON.STRALMAN","2017-2018","T.B","D",51,859.03,850,800,50,51.52,59.37,55.88,640,633,7,50.27,44.7,44.21,466,459,7,50.38,32.55,32.06,48,32,16,60,3.35,2.24,34.82,33.09,1.73,51.27,2.43,2.31,59,69,10,4.12,4.82,10.3,93.03,7.5,94.94,5.44,94.77,2.06,0.17,103.33,100.21,3.12
"ANZE.KOPITAR","2017-2018","L.A","C",52,801.12,789,715,74,52.46,59.09,53.55,573,539,34,51.53,42.91,40.37,403,374,29,51.87,30.18,28.01,35,22,13,61.4,2.62,1.65,30.26,30.08,0.18,50.15,2.27,2.25,43,36,-7,3.22,2.7,8.68,94.12,6.11,95.92,5.28,94.42,0.83,1.5,102.8,99.7,3.1
"ARTEM.ANISIMOV","2017-2018","CHI","C",42,491.08,496,518,-22,48.92,60.6,63.29,352,402,-50,46.68,43.01,49.12,263,303,-40,46.47,32.13,37.02,16,18,-2,47.06,1.95,2.2,20.11,23.15,-3.04,46.49,2.46,2.83,27,34,7,3.3,4.15,6.08,94.06,4.55,95.52,5.71,94.24,-1.17,1.28,100.14,99.95,0.19
"ARTEMI.PANARIN","2017-2018","CBJ","C",52,842.38,970,717,253,57.5,69.09,51.07,738,531,207,58.16,52.57,37.82,527,415,112,55.94,37.54,29.56,32,22,10,59.26,2.28,1.57,37.59,33.87,3.72,52.6,2.68,2.41,37,49,12,2.64,3.49,6.07,94.7,4.34,95.86,5.09,93.62,-0.76,2.24,100.77,98.71,2.06
"ARTTURI.LEHKONEN","2017-2018","MTL","L",37,438.2,488,423,65,53.57,66.82,57.92,364,317,47,53.45,49.84,43.4,273,228,45,54.49,37.38,31.22,14,20,-6,41.18,1.92,2.74,22.58,17.33,5.25,56.58,3.09,2.37,21,20,-1,2.88,2.74,5.13,91.23,3.85,93.69,6.2,94.53,-2.36,-0.84,96.36,100.74,-4.38
"AUSTIN.CZARNIK","2017-2018","BOS","C",7,66.25,63,49,14,56.25,57.06,44.38,54,39,15,58.06,48.91,35.32,34,25,9,57.63,30.79,22.64,1,4,-3,20,0.91,3.62,3.12,2.92,0.2,51.66,2.83,2.64,2,5,3,1.81,4.53,2.94,84,1.85,89.74,5.78,92.51,-3.93,-2.77,86.94,98.29,-11.35
"AUSTIN.WATSON","2017-2018","NSH","L",49,471.67,361,440,-79,45.07,45.92,55.97,260,305,-45,46.02,33.07,38.8,182,226,-44,44.61,23.15,28.75,10,18,-8,35.71,1.27,2.29,12.4,16.97,-4.57,42.22,1.58,2.16,53,41,-12,6.74,5.22,5.49,92.04,3.85,94.1,4.77,94.44,-0.92,-0.34,97.53,99.21,-1.68
"AUSTON.MATTHEWS","2017-2018","TOR","C",45,675.1,696,679,17,50.62,61.86,60.35,502,498,4,50.2,44.62,44.26,352,365,-13,49.09,31.28,32.44,48,18,30,72.73,4.27,1.6,36.07,29.04,7.03,55.4,3.21,2.58,35,47,12,3.11,4.18,13.64,95.07,9.56,96.39,7.19,94.17,2.38,2.22,108.7,101.35,7.35
"BARCLAY.GOODROW","2017-2018","S.J","C",23,218.58,213,205,8,50.96,58.47,56.27,152,143,9,51.53,41.72,39.25,107,101,6,51.44,29.37,27.72,10,11,-1,47.62,2.74,3.02,9.31,7.86,1.45,54.22,2.56,2.16,18,10,-8,4.94,2.74,9.35,89.11,6.58,92.31,6.13,94.5,0.45,-2.2,98.45,100.63,-2.17
"BEAU.BENNETT","2017-2018","STL","R",6,59.95,63,56,7,52.94,63.05,56.05,50,48,2,51.02,50.04,48.04,34,33,1,50.75,34.03,33.03,0,2,-2,0,0,2,1.93,2.76,-0.83,41.15,1.93,2.76,3,4,1,3,4,0,93.94,0,95.83,3.86,94.25,-3.86,1.58,93.94,98.11,-4.17
"BEN.CHIAROT","2017-2018","WPG","D",28,372.6,346,352,-6,49.57,55.72,56.68,267,261,6,50.57,43,42.03,188,193,-5,49.34,30.27,31.08,14,12,2,53.85,2.25,1.93,13.35,14.58,-1.23,47.8,2.15,2.35,32,27,-5,5.15,4.35,7.45,93.78,5.24,95.4,5,94.41,0.24,0.99,101.23,99.41,1.82
"BEN.HARPUR","2017-2018","OTT","D",20,259.92,227,276,-49,45.13,52.4,63.71,148,193,-45,43.4,34.16,44.55,112,138,-26,44.8,25.85,31.86,7,13,-6,35,1.62,3,6.69,10.98,-4.29,37.86,1.54,2.53,19,20,1,4.39,4.62,6.25,90.58,4.73,93.26,4.52,94.31,0.21,-1.05,96.83,98.83,-2
"BEN.HUTTON","2017-2018","VAN","D",44,691.87,576,618,-42,48.24,49.95,53.59,431,491,-60,46.75,37.38,42.58,314,347,-33,47.5,27.23,30.09,23,24,-1,48.94,1.99,2.08,22.24,25.96,-3.72,46.14,1.93,2.25,42,50,8,3.64,4.34,7.32,93.08,5.34,95.11,5.16,94.71,0.18,0.4,100.41,99.87,0.54
"BEN.LOVEJOY","2017-2018","N.J","D",30,403.65,393,346,47,53.18,58.42,51.43,308,251,57,55.1,45.78,37.31,209,174,35,54.57,31.07,25.86,13,10,3,56.52,1.93,1.49,16.87,12.56,4.31,57.32,2.51,1.87,26,27,1,3.86,4.01,6.22,94.25,4.22,96.02,5.48,95,-1.26,1.02,100.47,100.47,0
"BENOIT.POULIOT","2017-2018","BUF","L",48,553.9,470,556,-86,45.81,50.91,60.23,344,424,-80,44.79,37.26,45.93,254,290,-36,46.69,27.51,31.41,14,26,-12,35,1.52,2.82,14.69,22.59,-7.9,39.4,1.59,2.45,19,23,4,2.06,2.49,5.51,91.03,4.07,93.87,4.27,94.67,-0.2,-0.8,96.55,98.94,-2.4
