"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Dan Hamhuis","DAL","D","53","870.18333333333","806.79","761.82","51.43","584.42","540.97","51.93","416.67","400.9","50.96","32.88","35.83","47.85","381.11","359.73","51.44","154.1","119.42","56.34","23","9.67","70.39","7.89","91.06","0.990","232","324","331","41.21"
"","Nathan MacKinnon","COL","C","49","673.66666666667","685.65","647.61","51.43","512.58","483.81","51.44","376.5","355.56","51.43","43","32.05","57.29","343.58","314.69","52.19","119.88","110.04","52.14","22.41","14.25","61.13","11.42","90.99","1.024","293","295","224","56.67"
"","Sami Vatanen","N.J","D","29","464.91666666667","409.71","387.22","51.41","310.19","290.23","51.66","227.41","214.27","51.49","20.04","25.83","43.69","199.36","206.37","49.14","85.53","72.66","54.07","11.93","18","39.86","8.81","87.95","0.968","181","197","149","54.85"
"","Shayne Gostisbehere","PHI","D","50","796.98333333333","734.99","694.98","51.40","553.75","507.01","52.20","406.63","372.21","52.21","33.4","22.23","60.04","354.07","333.5","51.50","139.56","123.16","53.12","16.87","12.09","58.25","8.21","94.03","1.022","294","286","210","58.33"
"","Martin Necas","CAR","C","1","6.1","8.06","7.63","51.38","5.68","6.93","45.04","2.3","5.23","30.55","0","0","0.00","4.59","3.38","57.54","1.13","1.69","40.10","0","0","0.00","0.00","100.00","1.000","2","3","0","100.00"
"","Matt Beleskey","BOS","L","14","130.08333333333","116.94","110.74","51.36","98.45","88.82","52.57","63.52","57.14","52.64","0.94","8.06","10.42","54.46","52.1","51.11","19.98","22.93","46.57","0.93","3.97","18.97","1.48","85.89","0.874","46","52","26","63.89"
"","Tomas Nosek","VGK","L","41","371.8","392.55","371.73","51.36","294.63","264.8","52.67","203.66","197.58","50.76","10.81","13.56","44.37","210.55","177.6","54.24","75.64","67.14","52.98","3.93","6.78","36.70","5.31","93.14","0.984","115","116","113","50.44"
"","Morgan Rielly","TOR","D","50","839.68333333333","878.81","833.43","51.33","656.58","640","50.64","470.5","457.98","50.67","37.34","34.92","51.67","465.89","437.02","51.60","169.09","176.57","48.92","19.14","17.66","52.02","7.94","92.38","1.003","268","351","350","43.37"
"","Patrick Sharp","CHI","L","47","482.28333333333","520.36","493.55","51.32","376.93","370.42","50.44","281.63","266.39","51.39","16.79","20.88","44.57","240.8","240.23","50.06","71.32","98.11","42.09","3.84","15.03","20.34","5.96","92.16","0.981","195","142","135","59.09"
"","Conor Sheary","PIT","L","52","661.63333333333","692.58","657.44","51.30","536.48","484.21","52.56","405.52","357.5","53.15","25.85","33.51","43.55","355.16","357.32","49.85","140.15","137.27","50.52","15.24","17.5","46.54","6.37","90.63","0.970","245","281","206","54.32"
"","Brandon Davidson","EDM","D","15","217.18333333333","214.25","203.59","51.28","161.04","142.06","53.13","108.43","105.03","50.79","8.12","7.16","53.15","107.51","100.03","51.80","44.21","28.88","60.49","5.23","5.16","50.33","7.49","93.19","1.007","66","70","73","47.48"
"","Kalle Kossila","ANA","C, L","10","84.866666666667","72.97","69.43","51.24","56.74","52.32","52.03","37.62","33.58","52.84","2.08","6.19","25.14","34.35","33.75","50.44","11.2","20.14","35.74","2.1","4.14","33.60","5.53","81.55","0.871","26","30","11","70.27"
"","Ryan Strome","EDM","C","52","628","597.33","569.04","51.21","440.03","407.31","51.93","319.84","297.44","51.81","21.84","21.25","50.68","299.66","267.21","52.86","79.55","85.87","48.09","7.91","7.11","52.67","6.83","92.85","0.997","234","238","183","56.12"
"","Tyler Johnson","T.B","C","53","635.68333333333","653.56","622.93","51.20","505.93","463.1","52.21","355.91","361.68","49.60","29.72","23.54","55.80","340.07","293.64","53.66","129.28","113.2","53.31","13.7","12.8","51.70","8.35","93.49","1.018","212","248","202","51.21"
"","Oscar Lindberg","VGK","C","50","534.33333333333","528.49","503.92","51.19","400.06","347.38","53.52","271.35","245.92","52.46","12.85","18.51","40.97","247.91","215.36","53.51","82.29","67.64","54.89","7.81","6.67","53.93","4.74","92.47","0.972","174","170","177","49.57"
"","Mattias Janmark","DAL","C","55","711.21666666667","690.84","658.74","51.19","505.27","497.83","50.37","362.22","348.61","50.96","25.86","30.12","46.20","315.65","312.63","50.24","133.63","106.71","55.60","12.98","13.47","49.08","7.14","91.36","0.985","232","228","225","50.77"
"","Sean Kuraly","BOS","C","52","543.18333333333","511.26","487.95","51.17","393.13","362.82","52.00","288.95","246.42","53.97","17.39","15.79","52.41","253.23","246.35","50.69","109.4","83.19","56.80","11.33","5.67","66.66","6.02","93.59","0.996","115","231","174","39.79"
"","Vladimir Sobotka","STL","L","56","763.01666666667","747.75","713.75","51.16","553.52","527.24","51.22","396.63","415.84","48.82","22.98","28.11","44.98","352.92","357.75","49.66","113.39","147.66","43.44","10.69","21.24","33.47","5.79","93.24","0.990","259","249","251","50.78"
"","Nick Bjugstad","FLA","C","51","630.78333333333","658.3","629.41","51.12","513.99","487.41","51.33","368.37","366.22","50.15","26.59","28.91","47.91","303.08","280.83","51.91","116.42","113.7","50.59","12.1","17.56","40.79","7.22","92.11","0.993","199","244","220","47.49"
"","Mikael Granlund","MIN","R","49","636.35","609","582.85","51.10","462.22","430.31","51.79","348.12","308.15","53.05","26.61","23.98","52.60","321.36","224.85","58.83","133.63","80.8","62.32","11.95","8.94","57.19","7.64","92.22","0.999","182","239","243","42.82"
"","Toby Enstrom","WPG","D","31","474.96666666667","432.9","414.73","51.07","323.62","302.22","51.71","214.05","209.32","50.56","15.95","16.74","48.79","189.24","165.85","53.29","77.04","58.36","56.90","9.84","6.65","59.65","7.45","92.00","0.995","169","192","174","49.27"
"","Oscar Klefbom","EDM","D","48","791.13333333333","821.52","787.5","51.06","622.18","556.02","52.81","440.36","398.19","52.51","26.89","37.76","41.59","397.34","395.47","50.12","162.78","137.86","54.14","14.85","18.32","44.76","6.11","90.52","0.966","314","291","257","54.99"
"","Jason Dickinson","DAL","C","12","112.83333333333","91.5","87.75","51.05","63.77","66.41","48.99","49.61","50.82","49.40","1.01","1.9","34.63","48.17","42.41","53.18","21.92","16.56","56.98","0","0","0.00","2.03","96.25","0.983","26","35","25","50.98"
"","Jamie Benn","DAL","L","55","754.68333333333","750.56","719.99","51.04","549.22","519.33","51.40","412.31","379.21","52.09","42.22","24.19","63.58","372.27","350.72","51.49","147.76","110.27","57.27","24.36","4.96","83.09","10.24","93.62","1.039","295","319","317","48.20"
"","Joel Edmundson","STL","D","56","929.6","961.33","922.28","51.04","734.11","667.69","52.37","512.48","487.09","51.27","34.65","39.63","46.64","461.08","468.29","49.61","165.8","176.78","48.40","16.35","23.93","40.59","6.76","91.86","0.986","312","315","318","49.52"
"","Damon Severson","N.J","D","50","807.63333333333","822.85","790.32","51.01","637.75","601.23","51.47","459.02","431.49","51.55","40.21","42.58","48.57","412.59","407.79","50.29","173.42","145.52","54.37","23.99","25.39","48.58","8.76","90.13","0.989","320","263","241","57.04"
"","Jannik Hansen","S.J","R","28","303.8","302.99","291.1","51.00","217.3","214.36","50.34","136","159.02","46.10","7.11","10.92","39.42","115.75","146.18","44.19","39.55","64.15","38.14","4.05","8.77","31.61","5.23","93.13","0.984","84","93","83","50.30"
"","Michael Raffl","PHI","L","54","628.28333333333","552.93","531.71","50.98","407.31","388.83","51.16","304.95","280.3","52.11","20.33","17.16","54.23","268.25","253.64","51.40","104.99","93.68","52.85","11.36","14.16","44.51","6.67","93.88","1.005","196","234","186","51.31"
"","Andreas Borgman","TOR","D","48","625.63333333333","633.71","609.37","50.98","451.5","471.15","48.94","315.4","344.62","47.79","33.96","28.83","54.08","318.2","285.51","52.71","118.85","95.56","55.43","16.72","14.78","53.09","10.77","91.63","1.024","198","207","159","55.46"
"","Cam Atkinson","CBJ","R","37","504.46666666667","502.17","483.18","50.96","383.1","357.66","51.72","294.12","262.9","52.80","21.51","17.82","54.70","248.56","236.41","51.25","105.1","92.24","53.26","11.07","10.75","50.72","7.31","93.22","1.005","168","198","172","49.41"
"","Nate Schmidt","VGK","D","54","934.06666666667","949.83","914.09","50.96","704.76","672.83","51.16","506.71","477.29","51.49","47.56","35.85","57.02","505.06","432.42","53.87","181.13","130.39","58.14","25.28","24.95","50.32","9.39","92.49","1.019","269","382","322","45.52"
"","Patrik Berglund","STL","C","32","385.2","355.18","341.9","50.95","270.16","249.78","51.96","198.54","186.61","51.55","10.06","16.25","38.24","165.73","181.79","47.69","54.69","69.53","44.03","2","14.4","12.20","5.07","91.29","0.964","112","137","124","47.46"
"","Alex Pietrangelo","STL","D","52","940.51666666667","958.64","923.02","50.95","712.05","658.77","51.94","509.69","485.58","51.21","41.14","26.18","61.11","466.51","471.05","49.76","153.45","167.68","47.78","15.01","16.13","48.22","8.07","94.61","1.027","311","343","310","50.08"
"","Dylan DeMelo","S.J","D","35","416.65","408.65","393.48","50.95","310.56","280.65","52.53","213.11","191.73","52.64","15.96","9.58","62.49","196","179.66","52.17","78.51","65","54.71","12.83","5.67","69.36","7.49","95.00","1.025","95","144","89","51.63"
"","Elias Lindholm","CAR","C","53","662.33333333333","682.77","657.84","50.93","499.46","485.35","50.72","367.03","343.01","51.69","22.94","28.84","44.30","331.72","332.48","49.94","123","129.26","48.76","9.85","9.32","51.40","6.25","91.59","0.978","241","216","172","58.35"
"","Curtis Valk","FLA","C","1","2.15","3.95","3.81","50.92","2.97","3.87","43.42","2","3.87","34.14","0","0","0.00","1.9","1.98","48.95","0.93","1","48.22","0","0","0.00","0.00","100.00","1.000","3","0","0","100.00"
"","Ben Chiarot","WPG","D","29","381.25","362.71","349.8","50.91","280.08","260.42","51.82","194.91","192.08","50.37","17.12","13.03","56.79","162.85","165.01","49.67","74.89","57.18","56.70","11.1","6.9","61.66","8.78","93.22","1.020","122","149","125","49.39"
"","Anthony Mantha","DET","R","50","691.51666666667","658.29","634.82","50.91","514.48","472.85","52.11","347.39","352.1","49.66","25.27","24.07","51.22","329.12","312.28","51.31","143.07","119.2","54.55","11.27","13.12","46.20","7.27","93.17","1.004","226","224","189","54.46"
"","Jason Zucker","MIN","L","54","695.2","675.06","651.71","50.88","517.16","477.21","52.01","388.53","347.28","52.80","33.05","26.75","55.27","363.16","269.08","57.44","148.51","93.76","61.30","20.37","10.86","65.21","8.51","92.30","1.008","187","258","254","42.40"
"","Erik Karlsson","OTT","D","48","937.93333333333","950.64","921.07","50.79","698.76","678.65","50.73","499.23","498.22","50.05","33.43","53.19","38.59","419.95","449.21","48.32","165.61","170.29","49.30","19.52","34.86","35.89","6.70","89.32","0.960","348","363","277","55.68"
"","Josh Jooris","CAR","R","30","267.95","268.74","260.41","50.79","201.05","195.39","50.71","148.49","127.7","53.76","7.03","10.91","39.19","128.19","111.78","53.42","47.43","43.52","52.15","2.96","5.88","33.50","4.73","91.46","0.962","85","88","82","50.90"
"","Taylor Hall","N.J","L","48","689.78333333333","690.61","669.54","50.77","518.74","499.84","50.93","380.55","348.43","52.20","40.39","31.84","55.92","357.97","329.56","52.07","154.22","108.03","58.81","26.61","18.94","58.42","10.61","90.86","1.015","249","305","205","54.85"
"","Andrew Mangiapane","CGY","L","9","72.716666666667","76.51","74.2","50.77","52.46","51.5","50.46","36.1","42.28","46.06","0","2.04","0.00","28.61","30.73","48.21","14.2","7.71","64.81","0","1.02","0.00","0.00","95.18","0.952","30","20","20","60.00"
"","Dan Girardi","T.B","D","49","663.68333333333","659.03","639.8","50.74","507.44","454.17","52.77","352.91","346.37","50.47","31.92","19.07","62.61","352.8","303.04","53.79","125.11","100.27","55.51","15.57","12.09","56.29","9.05","94.50","1.035","201","315","212","48.67"
"","Barclay Goodrow","S.J","R","25","232.16666666667","229.04","222.36","50.74","166.3","153.82","51.95","120.3","110.39","52.15","11.21","15.09","42.62","105.41","109.53","49.04","47.66","41.79","53.28","5.98","7.07","45.81","9.32","86.33","0.956","63","94","60","51.22"
"","Scott Wilson","PIT","L","3","22.9","27.88","27.1","50.71","23.38","21.68","51.89","17.13","15.89","51.88","0","2.02","0.00","10.71","11.61","47.98","4.65","7.32","38.84","0","0.99","0.00","0.00","87.30","0.873","7","7","8","46.67"
"","Dustin Byfuglien","WPG","D","42","754.28333333333","701.73","684.53","50.62","524.73","510.38","50.69","365.79","361.08","50.32","28.77","26.71","51.86","320.75","289.95","52.52","125.2","108.54","53.56","17.76","15.54","53.33","7.87","92.60","1.005","230","274","234","49.57"
"","Jason Demers","ARI","D","51","889.36666666667","858.5","837.9","50.61","627.12","643.45","49.36","444.7","429.58","50.86","35.77","44.77","44.42","401.43","371.24","51.95","158.89","168.36","48.55","20.52","25.97","44.13","8.04","89.58","0.976","323","323","375","46.28"
"","Brett Kulak","CGY","D","43","516.58333333333","527.71","515.16","50.60","391.32","374.56","51.09","278.95","268.17","50.99","20.62","18.27","53.03","240.16","236.03","50.43","98.36","86.56","53.19","16.48","11.38","59.14","7.39","93.19","1.006","162","201","163","49.85"
"","Mikko Koivu","MIN","C","54","681.41666666667","625.55","612.05","50.55","477.96","437.44","52.21","358.05","321.33","52.70","22.81","24.85","47.87","334.86","224.54","59.86","133.49","79.78","62.59","8.94","10.63","45.69","6.37","92.27","0.986","197","267","286","40.79"
"","Erik Haula","VGK","L","50","667.26666666667","664.61","650.38","50.54","479.73","477.49","50.12","345.88","350.68","49.66","34.11","36.17","48.54","327.8","317.96","50.76","105.38","111.15","48.67","17.06","19.57","46.57","9.86","89.68","0.995","231","255","208","52.62"
"","Brandon Manning","PHI","D","39","609.05","550.12","538.42","50.54","410.9","421.15","49.38","292.94","282.12","50.94","22.12","19.82","52.74","268.1","270.48","49.78","102.13","107.81","48.65","16.08","13.97","53.51","7.55","92.97","1.005","179","241","185","49.18"
"","Ivan Barbashev","STL","C","27","318.53333333333","301.35","295.16","50.52","234.7","201.96","53.75","164.98","141.75","53.79","10.88","10.15","51.73","142.26","145.75","49.39","44.5","41.97","51.46","3.01","7.26","29.30","6.59","92.84","0.994","112","108","83","57.44"
"","Jakob Silfverberg","ANA","R","50","656.63333333333","667.15","653.74","50.51","492.64","482.3","50.53","342.99","350.59","49.45","20.69","21.5","49.05","324.19","316.83","50.57","132.26","137.19","49.08","14.74","18.41","44.46","6.03","93.87","0.999","172","260","250","40.76"
"","Miles Wood","N.J","L","52","586.31666666667","584.87","573.67","50.48","460.82","424.23","52.07","304.01","298.93","50.42","24.16","23.05","51.18","290.86","280.8","50.88","126.4","96.39","56.74","15.01","15.17","49.74","7.95","92.29","1.002","174","214","195","47.15"
"","Kasperi Kapanen","TOR","R","13","129.51666666667","126.86","124.46","50.48","98","92.12","51.55","72.34","58.15","55.44","3.99","2.98","57.24","53.23","57.79","47.94","27.64","18.82","59.49","2.98","0.97","75.38","5.52","94.87","1.004","27","48","51","34.62"
"","Matthew Benning","EDM","D","48","749.93333333333","773.63","759.21","50.47","585.32","566.2","50.83","417.38","400.06","51.06","32.01","31.07","50.75","367.71","369.43","49.88","131.26","144.89","47.53","16.9","14.56","53.72","7.67","92.23","0.999","317","264","225","58.49"
"","Auston Matthews","TOR","C","46","690.75","714.7","701.34","50.47","511.1","522.66","49.44","360.49","383.18","48.47","48.19","18.79","71.94","420.93","372.44","53.06","168.35","134.49","55.59","30.32","8.78","77.55","13.37","95.10","1.085","229","262","226","50.33"
"","Dalton Prout","N.J","D","4","52.433333333333","52.84","51.88","50.46","45.63","44.45","50.66","33.53","27.49","54.95","3.02","4.84","38.41","31.22","22.88","57.71","14.71","8.09","64.51","2.1","2.88","42.12","9.00","82.39","0.914","11","21","18","37.93"
"","Sven Andrighetto","COL","R","37","406.86666666667","401.58","394.35","50.45","275.9","310.58","47.04","196.98","226.48","46.52","15.05","25.1","37.48","177.52","184.93","48.98","60.22","84.9","41.50","6.09","18.3","24.98","7.64","88.92","0.966","114","141","106","51.82"
"","Ryan Callahan","T.B","R","44","472.93333333333","462.19","454.16","50.44","353.98","331.27","51.66","264.16","251.87","51.19","12.83","19.99","39.10","223.5","200.27","52.74","79.37","70.38","53.00","5.84","11.92","32.87","4.86","92.06","0.969","137","216","155","46.92"
